Ref,Val,Package,PosX,PosY,Rot,Side
"MX82","LALT","CherryMX_1.25u_PCB_KailhSocket",103.974700,-202.393500,0.000000,top
"MX83","SPACE","CherryMX_6.25u_PCB_KailhSocket_StabWireBottom",175.407700,-202.393500,0.000000,top
"MX84","RALT","CherryMX_1.25u_PCB_KailhSocket",246.840700,-202.393500,0.000000,top
"MX85","RGUI","CherryMX_1.25u_PCB_KailhSocket",270.651700,-202.393500,0.000000,top
"MX86","MENU","CherryMX_1.25u_PCB_KailhSocket",294.462700,-202.393500,0.000000,top
"MX87","RCTRL","CherryMX_1.25u_PCB_KailhSocket",318.273700,-202.393500,0.000000,top
"MX88","LEFT","CherryMX_1.00u_PCB_KailhSocket",349.228000,-202.393500,0.000000,top
"MX89","DOWN","CherryMX_1.00u_PCB_KailhSocket",368.276800,-202.393500,0.000000,top
"MX90","RIGHT","CherryMX_1.00u_PCB_KailhSocket",387.325600,-202.393500,0.000000,top
"OL1","OLED","OLED_v2",386.531900,-164.295900,90.000000,top
"ROT1","Rotary_Encoder_Switch","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm",32.541700,-90.084950,-90.000000,top
"ROT2","Rotary_Encoder_Switch","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm",389.706700,-90.084950,-90.000000,top
